Epoch,Axis1,VM
2000-01-09T01:00:00Z,0,89
2000-01-09T01:01:00Z,0,0
2000-01-09T01:02:00Z,0,0
2000-01-09T01:03:00Z,0,0
2000-01-09T01:04:00Z,0,0
2000-01-09T01:05:00Z,0,0
2000-01-09T01:06:00Z,0,0
2000-01-09T01:07:00Z,0,0
2000-01-09T01:08:00Z,0,0
2000-01-09T01:09:00Z,0,0
2000-01-09T01:10:00Z,0,0
2000-01-09T01:11:00Z,0,0
2000-01-09T01:12:00Z,0,0
2000-01-09T01:13:00Z,0,0
2000-01-09T01:14:00Z,0,0
2000-01-09T01:15:00Z,0,0
2000-01-09T01:16:00Z,0,0
2000-01-09T01:17:00Z,0,0
2000-01-09T01:18:00Z,0,0
2000-01-09T01:19:00Z,0,0
2000-01-09T01:20:00Z,0,0
2000-01-09T01:21:00Z,0,0
2000-01-09T01:22:00Z,0,0
2000-01-09T01:23:00Z,0,0
2000-01-09T01:24:00Z,0,0
2000-01-09T01:25:00Z,0,0
2000-01-09T01:26:00Z,0,0
2000-01-09T01:27:00Z,0,0
2000-01-09T01:28:00Z,0,0
2000-01-09T01:29:00Z,0,0
2000-01-09T01:30:00Z,0,0
2000-01-09T01:31:00Z,0,0
2000-01-09T01:32:00Z,0,0
2000-01-09T01:33:00Z,0,0
2000-01-09T01:34:00Z,0,0
2000-01-09T01:35:00Z,0,0
2000-01-09T01:36:00Z,0,0
2000-01-09T01:37:00Z,0,0
2000-01-09T01:38:00Z,0,0
2000-01-09T01:39:00Z,0,0
2000-01-09T01:40:00Z,0,0
2000-01-09T01:41:00Z,0,0
2000-01-09T01:42:00Z,0,0
2000-01-09T01:43:00Z,0,0
2000-01-09T01:44:00Z,0,0
2000-01-09T01:45:00Z,0,0
2000-01-09T01:46:00Z,0,0
2000-01-09T01:47:00Z,0,0
2000-01-09T01:48:00Z,0,0
2000-01-09T01:49:00Z,0,0
2000-01-09T01:50:00Z,0,0
2000-01-09T01:51:00Z,0,0
2000-01-09T01:52:00Z,0,0
2000-01-09T01:53:00Z,0,0
2000-01-09T01:54:00Z,0,0
2000-01-09T01:55:00Z,0,0
2000-01-09T01:56:00Z,0,0
2000-01-09T01:57:00Z,0,0
2000-01-09T01:58:00Z,0,0
2000-01-09T01:59:00Z,0,0
2000-01-09T02:00:00Z,0,0
2000-01-09T02:01:00Z,0,0
2000-01-09T02:02:00Z,0,0
