Epoch,Axis1,VM
2000-01-07T05:00:00Z,0,84.5281018360167
2000-01-07T05:01:00Z,0,0
2000-01-07T05:02:00Z,0,0
2000-01-07T05:03:00Z,0,0
2000-01-07T05:04:00Z,0,0
2000-01-07T05:05:00Z,0,0
2000-01-07T05:06:00Z,0,0
2000-01-07T05:07:00Z,0,0
2000-01-07T05:08:00Z,0,0
2000-01-07T05:09:00Z,0,0
2000-01-07T05:10:00Z,0,0
2000-01-07T05:11:00Z,0,0
2000-01-07T05:12:00Z,0,0
2000-01-07T05:13:00Z,0,0
2000-01-07T05:14:00Z,0,0
2000-01-07T05:15:00Z,0,0
2000-01-07T05:16:00Z,0,0
2000-01-07T05:17:00Z,0,0
2000-01-07T05:18:00Z,0,0
2000-01-07T05:19:00Z,0,0
2000-01-07T05:20:00Z,0,0
2000-01-07T05:21:00Z,0,0
2000-01-07T05:22:00Z,0,0
2000-01-07T05:23:00Z,0,0
2000-01-07T05:24:00Z,0,0
2000-01-07T05:25:00Z,0,0
2000-01-07T05:26:00Z,0,0
2000-01-07T05:27:00Z,0,0
2000-01-07T05:28:00Z,0,0
2000-01-07T05:29:00Z,0,0
2000-01-07T05:30:00Z,0,0
2000-01-07T05:31:00Z,0,0
2000-01-07T05:32:00Z,0,0
2000-01-07T05:33:00Z,0,0
2000-01-07T05:34:00Z,0,0
2000-01-07T05:35:00Z,0,0
2000-01-07T05:36:00Z,0,0
2000-01-07T05:37:00Z,0,0
2000-01-07T05:38:00Z,0,0
2000-01-07T05:39:00Z,0,0
2000-01-07T05:40:00Z,0,0
2000-01-07T05:41:00Z,0,0
2000-01-07T05:42:00Z,0,0
2000-01-07T05:43:00Z,0,0
2000-01-07T05:44:00Z,0,0
2000-01-07T05:45:00Z,0,0
2000-01-07T05:46:00Z,0,0
2000-01-07T05:47:00Z,0,0
2000-01-07T05:48:00Z,0,0
2000-01-07T05:49:00Z,0,0
2000-01-07T05:50:00Z,0,0
2000-01-07T05:51:00Z,0,0
2000-01-07T05:52:00Z,0,0
2000-01-07T05:53:00Z,0,0
2000-01-07T05:54:00Z,0,0
2000-01-07T05:55:00Z,0,0
2000-01-07T05:56:00Z,0,0
2000-01-07T05:57:00Z,0,0
2000-01-07T05:58:00Z,0,0
2000-01-07T05:59:00Z,0,0
2000-01-07T06:00:00Z,0,0
2000-01-07T06:01:00Z,0,0
2000-01-07T06:02:00Z,0,0
