Epoch,Axis1,VM
2000-01-09T03:00:00Z,0,87
2000-01-09T03:01:00Z,0,0
2000-01-09T03:02:00Z,0,0
2000-01-09T03:03:00Z,0,0
2000-01-09T03:04:00Z,0,0
2000-01-09T03:05:00Z,0,0
2000-01-09T03:06:00Z,0,0
2000-01-09T03:07:00Z,0,0
2000-01-09T03:08:00Z,0,0
2000-01-09T03:09:00Z,0,0
2000-01-09T03:10:00Z,0,0
2000-01-09T03:11:00Z,0,0
2000-01-09T03:12:00Z,0,0
2000-01-09T03:13:00Z,0,0
2000-01-09T03:14:00Z,0,0
2000-01-09T03:15:00Z,0,0
2000-01-09T03:16:00Z,0,0
2000-01-09T03:17:00Z,0,0
2000-01-09T03:18:00Z,0,0
2000-01-09T03:19:00Z,0,0
2000-01-09T03:20:00Z,0,0
2000-01-09T03:21:00Z,0,0
2000-01-09T03:22:00Z,0,0
2000-01-09T03:23:00Z,0,0
2000-01-09T03:24:00Z,0,0
2000-01-09T03:25:00Z,0,0
2000-01-09T03:26:00Z,0,0
2000-01-09T03:27:00Z,0,0
2000-01-09T03:28:00Z,0,0
2000-01-09T03:29:00Z,0,0
2000-01-09T03:30:00Z,0,0
2000-01-09T03:31:00Z,0,0
2000-01-09T03:32:00Z,0,0
2000-01-09T03:33:00Z,0,0
2000-01-09T03:34:00Z,0,0
2000-01-09T03:35:00Z,0,0
2000-01-09T03:36:00Z,0,0
2000-01-09T03:37:00Z,0,0
2000-01-09T03:38:00Z,0,0
2000-01-09T03:39:00Z,0,0
2000-01-09T03:40:00Z,0,0
2000-01-09T03:41:00Z,0,0
2000-01-09T03:42:00Z,0,0
2000-01-09T03:43:00Z,0,0
2000-01-09T03:44:00Z,0,0
2000-01-09T03:45:00Z,0,0
2000-01-09T03:46:00Z,0,0
2000-01-09T03:47:00Z,0,0
2000-01-09T03:48:00Z,0,0
2000-01-09T03:49:00Z,0,0
2000-01-09T03:50:00Z,0,0
2000-01-09T03:51:00Z,0,0
2000-01-09T03:52:00Z,0,0
2000-01-09T03:53:00Z,0,0
2000-01-09T03:54:00Z,0,0
2000-01-09T03:55:00Z,0,0
2000-01-09T03:56:00Z,0,0
2000-01-09T03:57:00Z,0,0
2000-01-09T03:58:00Z,0,0
2000-01-09T03:59:00Z,0,0
2000-01-09T04:00:00Z,0,0
2000-01-09T04:01:00Z,0,0
2000-01-09T04:02:00Z,0,0
